t,total_ins_0,"f(0, 0)","f(0, 1)","f(0, 2)","f(0, 3)","f(0, 4)",Soma(0)
3.0700000000,0.9028324911,0.0352378185,0.2141138258,0.3688914655,0.2845893813,0.0971675089,1.0000000000
3.0800000000,0.9028324897,0.0352378179,0.2141138245,0.3688914647,0.2845893825,0.0971675103,1.0000000000
3.0900000000,0.9028324883,0.0352378174,0.2141138233,0.3688914640,0.2845893837,0.0971675117,1.0000000000
3.1000000000,0.9028324871,0.0352378169,0.2141138221,0.3688914632,0.2845893848,0.0971675129,1.0000000000
3.1100000000,0.9028324858,0.0352378164,0.2141138210,0.3688914626,0.2845893858,0.0971675142,1.0000000000
3.1200000000,0.9028324847,0.0352378160,0.2141138199,0.3688914619,0.2845893869,0.0971675153,1.0000000000
3.1300000000,0.9028324836,0.0352378156,0.2141138189,0.3688914613,0.2845893878,0.0971675164,1.0000000000
3.1400000000,0.9028324825,0.0352378151,0.2141138179,0.3688914607,0.2845893888,0.0971675175,1.0000000000
3.1500000000,0.9028324815,0.0352378148,0.2141138170,0.3688914601,0.2845893896,0.0971675185,1.0000000000
3.1600000000,0.9028324805,0.0352378144,0.2141138161,0.3688914596,0.2845893905,0.0971675195,1.0000000000
3.1700000000,0.9028324796,0.0352378140,0.2141138152,0.3688914590,0.2845893913,0.0971675204,1.0000000000
3.1800000000,0.9028324787,0.0352378137,0.2141138144,0.3688914585,0.2845893921,0.0971675213,1.0000000000
3.1900000000,0.9028324778,0.0352378133,0.2141138136,0.3688914581,0.2845893928,0.0971675222,1.0000000000
3.2000000000,0.9028324770,0.0352378130,0.2141138129,0.3688914576,0.2845893935,0.0971675230,1.0000000000
3.2100000000,0.9028324762,0.0352378127,0.2141138122,0.3688914572,0.2845893942,0.0971675238,1.0000000000
3.2200000000,0.9028324755,0.0352378124,0.2141138115,0.3688914567,0.2845893948,0.0971675245,1.0000000000
3.2300000000,0.9028324748,0.0352378122,0.2141138108,0.3688914563,0.2845893954,0.0971675252,1.0000000000
3.2400000000,0.9028324741,0.0352378119,0.2141138102,0.3688914560,0.2845893960,0.0971675259,1.0000000000
3.2500000000,0.9028324734,0.0352378116,0.2141138096,0.3688914556,0.2845893966,0.0971675266,1.0000000000
3.2600000000,0.9028324728,0.0352378114,0.2141138090,0.3688914553,0.2845893971,0.0971675272,1.0000000000
3.2700000000,0.9028324722,0.0352378112,0.2141138085,0.3688914549,0.2845893977,0.0971675278,1.0000000000
3.2800000000,0.9028324717,0.0352378109,0.2141138080,0.3688914546,0.2845893982,0.0971675283,1.0000000000
3.2900000000,0.9028324711,0.0352378107,0.2141138075,0.3688914543,0.2845893986,0.0971675289,1.0000000000
3.3000000000,0.9028324706,0.0352378105,0.2141138070,0.3688914540,0.2845893991,0.0971675294,1.0000000000
3.3100000000,0.9028324701,0.0352378103,0.2141138065,0.3688914537,0.2845893995,0.0971675299,1.0000000000
3.3200000000,0.9028324696,0.0352378102,0.2141138061,0.3688914535,0.2845893999,0.0971675304,1.0000000000
3.3300000000,0.9028324692,0.0352378100,0.2141138057,0.3688914532,0.2845894003,0.0971675308,1.0000000000
3.3400000000,0.9028324687,0.0352378098,0.2141138053,0.3688914530,0.2845894007,0.0971675313,1.0000000000
3.3500000000,0.9028324683,0.0352378096,0.2141138049,0.3688914527,0.2845894010,0.0971675317,1.0000000000
3.3600000000,0.9028324679,0.0352378095,0.2141138045,0.3688914525,0.2845894014,0.0971675321,1.0000000000
3.3700000000,0.9028324675,0.0352378093,0.2141138042,0.3688914523,0.2845894017,0.0971675325,1.0000000000
3.3800000000,0.9028324672,0.0352378092,0.2141138038,0.3688914521,0.2845894020,0.0971675328,1.0000000000
3.3900000000,0.9028324668,0.0352378091,0.2141138035,0.3688914519,0.2845894023,0.0971675332,1.0000000000
3.4000000000,0.9028324665,0.0352378089,0.2141138032,0.3688914517,0.2845894026,0.0971675335,1.0000000000
3.4100000000,0.9028324662,0.0352378088,0.2141138029,0.3688914515,0.2845894029,0.0971675338,1.0000000000
3.4200000000,0.9028324659,0.0352378087,0.2141138027,0.3688914514,0.2845894032,0.0971675341,1.0000000000
3.4300000000,0.9028324656,0.0352378086,0.2141138024,0.3688914512,0.2845894034,0.0971675344,1.0000000000
3.4400000000,0.9028324653,0.0352378085,0.2141138021,0.3688914510,0.2845894037,0.0971675347,1.0000000000
3.4500000000,0.9028324651,0.0352378084,0.2141138019,0.3688914509,0.2845894039,0.0971675349,1.0000000000
3.4600000000,0.9028324648,0.0352378083,0.2141138017,0.3688914508,0.2845894041,0.0971675352,1.0000000000
3.4700000000,0.9028324646,0.0352378082,0.2141138014,0.3688914506,0.2845894043,0.0971675354,1.0000000000
3.4800000000,0.9028324643,0.0352378081,0.2141138012,0.3688914505,0.2845894045,0.0971675357,1.0000000000
3.4900000000,0.9028324641,0.0352378080,0.2141138010,0.3688914504,0.2845894047,0.0971675359,1.0000000000
3.5000000000,0.9028324639,0.0352378079,0.2141138008,0.3688914502,0.2845894049,0.0971675361,1.0000000000
3.5100000000,0.9028324637,0.0352378079,0.2141138006,0.3688914501,0.2845894051,0.0971675363,1.0000000000
3.5200000000,0.9028324635,0.0352378078,0.2141138005,0.3688914500,0.2845894052,0.0971675365,1.0000000000
3.5300000000,0.9028324633,0.0352378077,0.2141138003,0.3688914499,0.2845894054,0.0971675367,1.0000000000
3.5400000000,0.9028324631,0.0352378076,0.2141138001,0.3688914498,0.2845894055,0.0971675369,1.0000000000
3.5500000000,0.9028324630,0.0352378076,0.2141138000,0.3688914497,0.2845894057,0.0971675370,1.0000000000
3.5600000000,0.9028324628,0.0352378075,0.2141137998,0.3688914496,0.2845894058,0.0971675372,1.0000000000
3.5700000000,0.9028324627,0.0352378074,0.2141137997,0.3688914495,0.2845894060,0.0971675373,1.0000000000
3.5800000000,0.9028324625,0.0352378074,0.2141137995,0.3688914495,0.2845894061,0.0971675375,1.0000000000
3.5900000000,0.9028324624,0.0352378073,0.2141137994,0.3688914494,0.2845894062,0.0971675376,1.0000000000
3.6000000000,0.9028324622,0.0352378073,0.2141137993,0.3688914493,0.2845894063,0.0971675378,1.0000000000
3.6100000000,0.9028324621,0.0352378072,0.2141137992,0.3688914492,0.2845894064,0.0971675379,1.0000000000
3.6200000000,0.9028324620,0.0352378072,0.2141137991,0.3688914492,0.2845894066,0.0971675380,1.0000000000
3.6300000000,0.9028324619,0.0352378071,0.2141137990,0.3688914491,0.2845894067,0.0971675381,1.0000000000
3.6400000000,0.9028324617,0.0352378071,0.2141137988,0.3688914490,0.2845894068,0.0971675383,1.0000000000
3.6500000000,0.9028324616,0.0352378071,0.2141137988,0.3688914490,0.2845894068,0.0971675384,1.0000000000
3.6600000000,0.9028324615,0.0352378070,0.2141137987,0.3688914489,0.2845894069,0.0971675385,1.0000000000
3.6700000000,0.9028324614,0.0352378070,0.2141137986,0.3688914489,0.2845894070,0.0971675386,1.0000000000
3.6800000000,0.9028324613,0.0352378069,0.2141137985,0.3688914488,0.2845894071,0.0971675387,1.0000000000
3.6900000000,0.9028324613,0.0352378069,0.2141137984,0.3688914488,0.2845894072,0.0971675387,1.0000000000
3.7000000000,0.9028324612,0.0352378069,0.2141137983,0.3688914487,0.2845894073,0.0971675388,1.0000000000
3.7100000000,0.9028324611,0.0352378068,0.2141137982,0.3688914487,0.2845894073,0.0971675389,1.0000000000
3.7200000000,0.9028324610,0.0352378068,0.2141137982,0.3688914486,0.2845894074,0.0971675390,1.0000000000
3.7300000000,0.9028324609,0.0352378068,0.2141137981,0.3688914486,0.2845894075,0.0971675391,1.0000000000
3.7400000000,0.9028324609,0.0352378068,0.2141137980,0.3688914485,0.2845894075,0.0971675391,1.0000000000
3.7500000000,0.9028324608,0.0352378067,0.2141137980,0.3688914485,0.2845894076,0.0971675392,1.0000000000
3.7600000000,0.9028324607,0.0352378067,0.2141137979,0.3688914485,0.2845894076,0.0971675393,1.0000000000
3.7700000000,0.9028324607,0.0352378067,0.2141137979,0.3688914484,0.2845894077,0.0971675393,1.0000000000
3.7800000000,0.9028324606,0.0352378067,0.2141137978,0.3688914484,0.2845894078,0.0971675394,1.0000000000
3.7900000000,0.9028324605,0.0352378066,0.2141137977,0.3688914484,0.2845894078,0.0971675395,1.0000000000
3.8000000000,0.9028324605,0.0352378066,0.2141137977,0.3688914483,0.2845894078,0.0971675395,1.0000000000
3.8100000000,0.9028324604,0.0352378066,0.2141137976,0.3688914483,0.2845894079,0.0971675396,1.0000000000
3.8200000000,0.9028324604,0.0352378066,0.2141137976,0.3688914483,0.2845894079,0.0971675396,1.0000000000
3.8300000000,0.9028324603,0.0352378066,0.2141137976,0.3688914483,0.2845894080,0.0971675397,1.0000000000
3.8400000000,0.9028324603,0.0352378065,0.2141137975,0.3688914482,0.2845894080,0.0971675397,1.0000000000
3.8500000000,0.9028324602,0.0352378065,0.2141137975,0.3688914482,0.2845894081,0.0971675398,1.0000000000
3.8600000000,0.9028324602,0.0352378065,0.2141137974,0.3688914482,0.2845894081,0.0971675398,1.0000000000
3.8700000000,0.9028324602,0.0352378065,0.2141137974,0.3688914482,0.2845894081,0.0971675398,1.0000000000
3.8800000000,0.9028324601,0.0352378065,0.2141137974,0.3688914481,0.2845894082,0.0971675399,1.0000000000
3.8900000000,0.9028324601,0.0352378065,0.2141137973,0.3688914481,0.2845894082,0.0971675399,1.0000000000
3.9000000000,0.9028324601,0.0352378064,0.2141137973,0.3688914481,0.2845894082,0.0971675399,1.0000000000
3.9100000000,0.9028324600,0.0352378064,0.2141137973,0.3688914481,0.2845894083,0.0971675400,1.0000000000
3.9200000000,0.9028324600,0.0352378064,0.2141137972,0.3688914481,0.2845894083,0.0971675400,1.0000000000
3.9300000000,0.9028324600,0.0352378064,0.2141137972,0.3688914480,0.2845894083,0.0971675400,1.0000000000
3.9400000000,0.9028324599,0.0352378064,0.2141137972,0.3688914480,0.2845894083,0.0971675401,1.0000000000
3.9500000000,0.9028324599,0.0352378064,0.2141137972,0.3688914480,0.2845894084,0.0971675401,1.0000000000
3.9600000000,0.9028324599,0.0352378064,0.2141137971,0.3688914480,0.2845894084,0.0971675401,1.0000000000
3.9700000000,0.9028324598,0.0352378064,0.2141137971,0.3688914480,0.2845894084,0.0971675402,1.0000000000
3.9800000000,0.9028324598,0.0352378064,0.2141137971,0.3688914480,0.2845894084,0.0971675402,1.0000000000
3.9900000000,0.9028324598,0.0352378063,0.2141137971,0.3688914480,0.2845894084,0.0971675402,1.0000000000
4.0000000000,0.9028324598,0.0352378063,0.2141137970,0.3688914479,0.2845894085,0.0971675402,1.0000000000
4.0100000000,0.9028324598,0.0352378063,0.2141137970,0.3688914479,0.2845894085,0.0971675402,1.0000000000
4.0200000000,0.9028324597,0.0352378063,0.2141137970,0.3688914479,0.2845894085,0.0971675403,1.0000000000
4.0300000000,0.9028324597,0.0352378063,0.2141137970,0.3688914479,0.2845894085,0.0971675403,1.0000000000
4.0400000000,0.9028324597,0.0352378063,0.2141137970,0.3688914479,0.2845894085,0.0971675403,1.0000000000
4.0500000000,0.9028324597,0.0352378063,0.2141137970,0.3688914479,0.2845894085,0.0971675403,1.0000000000
4.0600000000,0.9028324597,0.0352378063,0.2141137969,0.3688914479,0.2845894086,0.0971675403,1.0000000000
4.0700000000,0.9028324596,0.0352378063,0.2141137969,0.3688914479,0.2845894086,0.0971675404,1.0000000000
4.0800000000,0.9028324596,0.0352378063,0.2141137969,0.3688914479,0.2845894086,0.0971675404,1.0000000000
4.0900000000,0.9028324596,0.0352378063,0.2141137969,0.3688914478,0.2845894086,0.0971675404,1.0000000000
4.1000000000,0.9028324596,0.0352378063,0.2141137969,0.3688914478,0.2845894086,0.0971675404,1.0000000000
4.1100000000,0.9028324596,0.0352378063,0.2141137969,0.3688914478,0.2845894086,0.0971675404,1.0000000000
4.1200000000,0.9028324596,0.0352378063,0.2141137969,0.3688914478,0.2845894086,0.0971675404,1.0000000000
4.1300000000,0.9028324596,0.0352378063,0.2141137968,0.3688914478,0.2845894087,0.0971675404,1.0000000000
4.1400000000,0.9028324595,0.0352378062,0.2141137968,0.3688914478,0.2845894087,0.0971675405,1.0000000000
4.1500000000,0.9028324595,0.0352378062,0.2141137968,0.3688914478,0.2845894087,0.0971675405,1.0000000000
4.1600000000,0.9028324595,0.0352378062,0.2141137968,0.3688914478,0.2845894087,0.0971675405,1.0000000000
4.1700000000,0.9028324595,0.0352378062,0.2141137968,0.3688914478,0.2845894087,0.0971675405,1.0000000000
4.1800000000,0.9028324595,0.0352378062,0.2141137968,0.3688914478,0.2845894087,0.0971675405,1.0000000000
4.1900000000,0.9028324595,0.0352378062,0.2141137968,0.3688914478,0.2845894087,0.0971675405,1.0000000000
4.2000000000,0.9028324595,0.0352378062,0.2141137968,0.3688914478,0.2845894087,0.0971675405,1.0000000000
4.2100000000,0.9028324595,0.0352378062,0.2141137968,0.3688914478,0.2845894087,0.0971675405,1.0000000000
4.2200000000,0.9028324595,0.0352378062,0.2141137968,0.3688914478,0.2845894087,0.0971675405,1.0000000000
4.2300000000,0.9028324595,0.0352378062,0.2141137968,0.3688914478,0.2845894087,0.0971675405,1.0000000000
4.2400000000,0.9028324595,0.0352378062,0.2141137967,0.3688914478,0.2845894087,0.0971675405,1.0000000000
4.2500000000,0.9028324594,0.0352378062,0.2141137967,0.3688914478,0.2845894087,0.0971675406,1.0000000000
4.2600000000,0.9028324594,0.0352378062,0.2141137967,0.3688914477,0.2845894088,0.0971675406,1.0000000000
4.2700000000,0.9028324594,0.0352378062,0.2141137967,0.3688914477,0.2845894088,0.0971675406,1.0000000000
4.2800000000,0.9028324594,0.0352378062,0.2141137967,0.3688914477,0.2845894088,0.0971675406,1.0000000000
4.2900000000,0.9028324594,0.0352378062,0.2141137967,0.3688914477,0.2845894088,0.0971675406,1.0000000000
4.3000000000,0.9028324594,0.0352378062,0.2141137967,0.3688914477,0.2845894088,0.0971675406,1.0000000000
4.3100000000,0.9028324594,0.0352378062,0.2141137967,0.3688914477,0.2845894088,0.0971675406,1.0000000000
4.3200000000,0.9028324594,0.0352378062,0.2141137967,0.3688914477,0.2845894088,0.0971675406,1.0000000000
4.3300000000,0.9028324594,0.0352378062,0.2141137967,0.3688914477,0.2845894088,0.0971675406,1.0000000000
4.3400000000,0.9028324594,0.0352378062,0.2141137967,0.3688914477,0.2845894088,0.0971675406,1.0000000000
4.3500000000,0.9028324594,0.0352378062,0.2141137967,0.3688914477,0.2845894088,0.0971675406,1.0000000000
4.3600000000,0.9028324594,0.0352378062,0.2141137967,0.3688914477,0.2845894088,0.0971675406,1.0000000000
4.3700000000,0.9028324594,0.0352378062,0.2141137967,0.3688914477,0.2845894088,0.0971675406,1.0000000000
4.3800000000,0.9028324594,0.0352378062,0.2141137967,0.3688914477,0.2845894088,0.0971675406,1.0000000000
4.3900000000,0.9028324594,0.0352378062,0.2141137967,0.3688914477,0.2845894088,0.0971675406,1.0000000000
4.4000000000,0.9028324594,0.0352378062,0.2141137967,0.3688914477,0.2845894088,0.0971675406,1.0000000000
4.4100000000,0.9028324594,0.0352378062,0.2141137967,0.3688914477,0.2845894088,0.0971675406,1.0000000000
4.4200000000,0.9028324594,0.0352378062,0.2141137967,0.3688914477,0.2845894088,0.0971675406,1.0000000000
4.4300000000,0.9028324594,0.0352378062,0.2141137967,0.3688914477,0.2845894088,0.0971675406,1.0000000000
4.4400000000,0.9028324594,0.0352378062,0.2141137967,0.3688914477,0.2845894088,0.0971675406,1.0000000000
4.4500000000,0.9028324594,0.0352378062,0.2141137967,0.3688914477,0.2845894088,0.0971675406,1.0000000000
4.4600000000,0.9028324594,0.0352378062,0.2141137967,0.3688914477,0.2845894088,0.0971675406,1.0000000000
4.4700000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894088,0.0971675407,1.0000000000
4.4800000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894088,0.0971675407,1.0000000000
4.4900000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894088,0.0971675407,1.0000000000
4.5000000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894088,0.0971675407,1.0000000000
4.5100000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894088,0.0971675407,1.0000000000
4.5200000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894088,0.0971675407,1.0000000000
4.5300000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894088,0.0971675407,1.0000000000
4.5400000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894088,0.0971675407,1.0000000000
4.5500000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.5600000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.5700000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.5800000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.5900000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.6000000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.6100000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.6200000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.6300000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.6400000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.6500000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.6600000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.6700000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.6800000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.6900000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.7000000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.7100000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.7200000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.7300000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.7400000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.7500000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.7600000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.7700000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.7800000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.7900000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.8000000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.8100000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.8200000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.8300000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.8400000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.8500000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.8600000000,0.9028324593,0.0352378062,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.8700000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.8800000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.8900000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.9000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.9100000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.9200000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.9300000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.9400000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.9500000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.9600000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.9700000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.9800000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
4.9900000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.0000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.0100000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.0200000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.0300000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.0400000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.0500000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.0600000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.0700000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.0800000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.0900000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.1000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.1100000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.1200000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.1300000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.1400000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.1500000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.1600000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.1700000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.1800000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.1900000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.2000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.2100000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.2200000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.2300000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.2400000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.2500000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.2600000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.2700000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.2800000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.2900000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.3000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.3100000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.3200000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.3300000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.3400000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.3500000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.3600000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.3700000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.3800000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.3900000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.4000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.4100000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.4200000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.4300000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.4400000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.4500000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.4600000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.4700000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.4800000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.4900000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.5000000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.5100000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.5200000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.5300000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
5.5400000000,0.9028324593,0.0352378061,0.2141137966,0.3688914477,0.2845894089,0.0971675407,1.0000000000
